,,,,,,,,,,,,,
46533,63608,113226,4932,,47Eps Vir,Vindemiatrix,13.03632237,10.95910186,31.3479623824451,2.85,0.368953415285906,G8IIIvar,0.934
65795,91262,172167,7001,Gl 721,3Alp Lyr,Vega,18.61560722,38.78299311,7.75614674629644,0.03,0.581769913320011,A0Vvar,-0.001
2671,3829, ,,Gl  35,,Van Maanen's Star,0.81921585,5.39519773,4.40625688477638,12.37,14.1496509353943,DG          ,0.554
55587,77070,140573,5854,Gl 596.2,24Alp Ser,Unukalhai,15.7377766,6.42551971,22.4517287831163,2.63,0.873751063490097,K2III,1.167
70401,97278,186791,7525,,50Gam Aql,Tarazed,19.77099171,10.61326869,141.242937853107,2.72,-3.02983371155115,K3II,1.507
47773,65474,116658,5056,,67Alp Vir,Spica,13.41989015,-11.16124491,80.3858520900322,0.98,-3.545898098226,B1V,-0.235
23440,32349,48915,2491,Gl 244  A,9Alp CMa,Sirius,6.7525694,-16.71314306,2.63706125893305,-1.44,1.45439890714285,A0m...,0.009
2243,3179,3712,168,,18Alp Cas,Shedir,0.67510756,56.53740928,70.0770847932726,2.24,-1.98788013442676,K0II-IIIvar,1.170
61845,85927,158926,6527,,35Lam Sco,Shaula,17.56014624,-37.10374835,215.51724137931,1.62,-5.04741009722559,B1.5IV+...,-0.231
82663,113881,217906,8775,,53Bet Peg,Scheat,23.06287038,28.08245462,61.0873549175321,2.44,-1.48975660294029,M2II-IIIvar,1.655
19506,27366,38771,2004,,53Kap Ori,Saiph,5.79594109,-9.66960186,221.238938053097,2.07,-4.65430782594309,B0.5Iavar,-0.168
51923,71681,128621,5460,Gl 559  B,Alp2Cen,Rigel Kentaurus B,14.66094188,-60.83947139,1.34749097181049,1.35,5.70237067952252,K1V,0.900
51926,71683,128620,5459,Gl 559  A,Alp1Cen,Rigel Kentaurus A,14.66136068,-60.83514707,1.34749097181049,-0.01,4.34237067952252,G2V,0.710
17301,24436,34085,1713,,19Bet Ori,Rigel,5.24229756,-8.20163919,236.96682464455,0.18,-6.69343774519163,B8Ia,-0.030
36830,49669,87901,3982,,32Alp Leo,Regulus,10.13957205,11.96719513,23.7586124970302,1.36,-0.519105371259887,B7V,-0.087
61929,86032,159561,6556,Gl 681,55Alp Oph,Rasalhague,17.58222354,12.56057584,14.3184421534937,2.08,1.30052115348757,A5III,0.155
60677,84345,156014,6406,,64Alp1Her,Rasalgethi,17.24412845,14.39025314,117.233294255569,2.78,-2.56525484416239,M5IIvar,1.164
51418,70890, ,,Gl 551,,Proxima Centauri,14.4965965,-62.68135207,1.29478331801173,11.01,15.4490145234176,M5Ve,1.807
27267,37279,61421,2943,Gl 280  A,10Alp CMi,Procyon,7.65514946,5.22750767,3.49735949358235,0.40,2.68129862133236,F5IV-V,0.432
27698,37826,62509,2990,Gl 286,78Bet Gem,Pollux,7.75537884,28.02631031,10.3369857349597,1.16,1.08803041526218,K0IIIvar,0.991
8222,11767,8890,424,,1Alp UMi,Polaris,2.52974312,89.26413805,132.275132275132,1.97,-3.63739102249397,F7:Ib-IIv SB,0.636
42763,58001,103287,4554,,64Gam UMa,Phad,11.89715035,53.69473296,25.6476019492177,2.41,0.364766175939929,A0V SB,0.044
5416,7751,10360,486,Gl  66  B,          ,p Eridani,1.66312306,-56.19644067,8.14663951120163,5.76,6.20510750397503,K0V,0.880
67014,92855,175191,7121,,34Sig Sgr,Nunki,18.92108797,-26.29659428,68.7757909215956,2.05,-2.1371779673849,B2.5V,-0.134
18150,25606,36079,1829,,9Bet Lep,Nihal,5.47075731,-20.75923214,48.8042947779405,2.81,-0.632290207994025,G5II,0.807
47710,65378,116656,5054,NN 3783 A,79Zet UMa,Mizar,13.39872773,54.92541525,23.9635753654445,2.23,0.332241923558545,A2V,0.057
11142,15863,20902,1017,,33Alp Per,Mirphak,3.40537459,49.86124281,181.488203266788,1.79,-4.50424200574107,F5Ib,0.481
3816,5447,6860,337,Gl  53.3,43Bet And,Mirach,1.16216599,35.62083048,61.1246943765281,2.07,-1.86108350332348,M0IIIvar,1.576
39924,53910,95418,4295,Wo 9343,48Bet UMa,Merak,11.0306641,56.38234478,24.3486729973216,2.34,0.407623514268262,A1V,0.033
9907,14135,18884,911,,92Alp Cet,Menkar,3.03799418,4.08992539,67.476383265857,2.54,-1.60575898178345,M2III,1.630
82712,113963,218045,8781,,54Alp Peg,Markab,23.07933801,15.20536786,42.8082191780822,2.49,-0.66763580779819,B9.5III,-0.002
26436,36208, ,,Gl 273,,Luyten's Star,7.45671236,5.23476432,3.79852617184532,9.84,11.941924384802,M5,1.573
40008,54035,95735,,Gl 411,,Lalande 21185,11.0557256,35.98146424,2.54841997961264,7.49,10.4586449935396,M2V,1.502
82776,114046,217987,,Gl 887,,Lacaille 9352,23.09643472,-35.85629710,3.29055610398157,7.35,9.76365350039971,M2/M3V,1.483
76333,105090,202560,,Gl 825,,Lacaille 8760,21.28825311,-38.86457451,3.94679717409322,6.69,8.70877595712229,M1/M2V,1.397
80592,110893,239960,,Gl 860  A,,Kruger 60,22.46678266,57.69702005,4.00769477396601,9.59,11.5755268087454,M2V,1.613
52554,72607,131873,5563,,7Bet UMi,Kochab,14.84510983,74.15547596,38.7747188832881,2.07,-0.872743289310312,K4IIIvar,1.465
64997,90185,169022,6879,,20Eps Sgr,Kaus Australis,18.40287397,-34.38431460,44.3458980044346,1.79,-1.4442672689301,B9.5III,-0.031
17126,24186,33793,,Gl 191,,Kapteyn's Star,5.19311469,-45.00448677,3.91757423803181,8.86,10.8949138245048,M0V,1.543
52212,72105,129988,5505,,36Eps Boo,Izar,14.74979191,27.07417383,64.3086816720257,2.35,-1.69134803318572,A0,0.966
6888,9884,12929,617,Gl  84.3,13Alp Ari,Hamal,2.11952383,23.46277743,20.2101859337106,2.01,0.482148454785415,K2III,1.151
49969,68702,122451,5267,,   Bet Cen,Hadar,14.06373459,-60.37297840,161.030595813205,0.61,-5.4245419991171,B1III,-0.231
42721,57939,103095,4550,Gl 451  A,          ,Groombridge 1830,11.8821712,37.73280827,9.15667063455728,6.42,6.61131203552392,G8Vp,0.754
36999,49908,88230,,Gl 380,,Groombridge 1618,10.18982305,49.45546425,4.87281941331254,6.60,8.16109841636986,K8V,1.326
82291,113368,216956,8728,Gl 881,24Alp PsA,Fomalhaut,22.96078488,-29.62183701,7.68757687576876,1.17,1.74105264124996,A3V,0.145
63252,87833,164058,6705,,33Gam Dra,Etamin,17.94343829,51.48895101,45.2488687782805,2.24,-1.03803863157445,K5III,1.521
78021,107315,206778,8308,,8Eps Peg,Enif,21.73642787,9.87500791,206.185567010309,2.38,-4.19129130698868,K2Ibvar,1.520
40027,54061,95689,4301,,50Alp UMa,Dubhe,11.06217691,61.75111888,37.9075056861259,1.81,-1.08362604394827,F7V comp,1.061
2405,3419,4128,188,Gl  31,16Bet Cet,Diphda,0.7264523,-17.98668410,29.3772032902468,2.04,-0.300052242937249,K0III,1.019
42525,57632,102647,4534,Gl 448,94Bet Leo,Denebola,11.81774398,14.57233687,11.0913930789707,2.14,1.91506951519025,A3Vvar,0.090
74084,102098,197345,7924,,50Alp Cyg,Deneb,20.69053151,45.28033423,990.09900990099,1.25,-8.72839313108678,A2Ia,0.092
26923,36850,60179,2891,Gl 278  A,66Alp Gem,Castor,7.57666793,31.88863645,15.8052789631737,1.58,0.585989172295745,A2Vm,0.034
544,746,432,21,Gl   8,11Bet Cas,Caph,0.15280269,59.15021814,16.69727834363,2.28,1.16677156542104,F2III-IV,0.380
17425,24608,34029,1708,Gl 194  A,13Alp Aur,Capella,5.27813767,45.99902927,12.9382843834907,0.08,-0.479383463510458,M1: comp,0.795
21936,30438,45348,2326,,   Alp Car,Canopus,6.39919184,-52.69571799,95.8772770853308,-0.62,-5.52857845786735,F0Ib,0.164
19984,27989,39801,2061,,58Alp Ori,Betelgeuse,5.91952477,7.40703634,131.061598951507,0.45,-5.1373773102256,M2Ib,1.500
17947,25336,35468,1790,,24Gam Ori,Bellatrix,5.41885227,6.34973451,74.5156482861401,1.64,-2.72123742083513,B2III,-0.224
63339,87937, ,,Gl 699,,Barnard's Star,17.96360153,4.66828815,1.82146044698639,9.54,13.2379012751217,sdM4,1.570
18430,25985,36673,1865,,11Alp Lep,Arneb,5.54550386,-17.82229227,393.700787401575,2.58,-5.39583141690031,F0Ib,0.211
50628,69673,124897,5340,Gl 541,16Alp Boo,Arcturus,14.2612076,19.18726997,11.2549240292628,-0.05,-0.306712839293398,K2IIIp,1.239
58094,80763,148478,6134,,21Alp Sco,Antares,16.49012986,-26.43194608,185.185185185185,1.06,-5.27803120088516,M1Ib + B2.5V,1.865
1489,2081,2261,99,,   Alp Phe,Ankaa,0.43801871,-42.30512197,23.7304224015187,2.40,0.523472656360407,K0III...,1.083
70683,97649,187642,7557,Gl 768,53Alp Aql,Altair,19.84630057,8.86738491,5.14297469656449,0.76,2.20392806201252,A7IV-V,0.221
495,677,358,15,,21Alp And,Alpheratz,0.13976888,29.09082805,29.7619047619048,2.07,-0.29830361305078,B9p,-0.038
55027,76267,139006,5793,,5Alp CrB,Alphekka,15.57810819,26.71491041,22.9095074455899,2.22,0.419921240207943,A0V,0.032
34371,46390,81797,3748,,30Alp Hya,Alphard,9.45979217,-8.65868335,54.3478260869565,1.99,-1.68591088495232,K3III,1.440
19013,26727,37742,1948,,50Zet Ori,Alnitak,5.67931244,-1.94257841,250.62656641604,1.74,-5.25513552156626,O9.5Ib SB,-0.199
18686,26311,37128,1903,,46Eps Ori,Alnilam,5.60355904,-1.20191725,411.522633744856,1.69,-6.38196863200844,B0Ia,-0.184
18021,25428,35497,1791,,112Bet Tau,Alnath,5.43819386,28.60787346,40.1767778224186,1.65,-1.36987551695703,B7III,-0.130
79434,109268,209952,8425,Gl 848.2,   Alp Gru,Alnair,22.13718789,-46.96061593,31.0945273631841,1.73,-0.733419799617932,B7IV,-0.070
49038,67301,120315,5191,,85Eta UMa,Alkaid,13.79237392,49.31330288,30.8737264587836,1.85,-0.597945259949115,B3V SB,-0.099
46117,62956,112185,4905,,77Eps UMa,Alioth,12.9004536,55.95984301,24.8138957816377,1.76,-0.213474769294453,A0p,-0.022
22916,31681,47105,2421,,24Gam Gem,Alhena,6.62852842,16.39941482,32.133676092545,1.93,-0.604802058411743,A0IV,0.001
10217,14576,19356,936,,26Bet Per,Algol,3.13614714,40.95565120,28.4575981787137,2.09,-0.180991214203619,B8V,-0.003
37506,50583,89484,4057,,41Gam1Leo,Algieba,10.3328227,19.84186032,38.5208012326656,2.01,-0.918476559358342,K0III,1.128
782,1067,886,39,,88Gam Peg,Algenib,0.22059721,15.18361593,102.145045965271,2.83,-2.21608654098431,B2IV,-0.190
76423,105199,203280,8162,Gl 826,5Alp Cep,Alderamin,21.30960598,62.58545529,14.9611011370437,2.45,1.57518220610677,A7IV-V,0.257
15108,21421,29139,1457,Gl 171.1A,87Alp Tau,Aldebaran,4.59866679,16.50976164,19.9640646835696,0.87,-0.631244841552428,K5III,1.538
12393,17702,23630,1165,,25Eta Tau,Alcyone,3.79140671,24.10524193,112.739571589628,2.85,-2.41038190084137,B7III,-0.086
24404,33579,52089,2618,,21Eps CMa,Adhara,6.9770963,-28.97208931,132.100396301189,1.50,-4.10452060249964,B2II,-0.211
44632,60718,108248,4730,,Alp1Cru,Acrux,12.44331705,-63.09905586,98.3284169124877,0.77,-4.19339523538628,B0.5IV,-0.243
5297,7588,10144,472,,   Alp Eri,Achernar,1.62854213,-57.23666007,44.0917107583774,0.45,-2.77178474889566,B3Vp,-0.158
2628,3765,4628,222,Gl  33,          ,96 G. Psc,0.80625919,5.28338873,7.46045956430916,5.74,6.37617209581617,K2V,0.890
10892,15510,20794,1008,Gl 139,          ,82 G. Eri,3.33145134,-43.07154929,6.05987153072355,4.26,5.34768291389568,G8V,0.711
52958,73184,131977,5568,Gl 570  A,          ,33 G. Lib,14.95759766,-21.41128090,5.90597684857075,5.72,6.86354129900986,K4V,1.024
8475,12114,16160,753,Gl 105  A,          ,268 G. Cet,2.60106457,6.88336423,7.20876585928489,5.79,6.50069540066068,K3V,0.918